FQDN_count,subdomain_length,upper,lower,numeric,entropy,special,labels,labels_max,labels_average,len,subdomain,longest_word,sld,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Fwd Packets/s,Bwd Packets/s,Fwd IAT Mean,Bwd IAT Mean,Flow IAT Mean,Flow Packets/s,Flow Bytes/s
16,0,0,14,0,2.963119653306635,2,3,10,4.666666666666667,11,0,2546,4584,20751,2,2,100.0,156.0,50.0,78.0,96.38089730615393,96.38089730615393,2.0,3.0,6917.0,192.76179461230785,12336.754855187704
11,0,0,10,0,1.928822223504277,1,2,8,5.0,9,0,5117,8784,182,2,2,68.0,158.0,34.0,79.0,10989.01099,10989.01099,4.0,3.0,60.66666667,21978.02198,1241758.242
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,17560,200,0,88000.0,0.0,440.0,0.0,11389.521640091116,0.0,88.24120603015079,0.0,88.24120603015079,11389.521640091116,5011389.521640091
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,186,2,2,90.0,122.0,45.0,61.0,10752.68817,10752.68817,4.0,3.0,62.0,21505.37634,1139784.946
12,0,0,11,0,2.595488890170944,1,2,8,5.5,9,0,4701,9400,83902,1,1,47.0,77.0,47.0,77.0,11.91866702,11.91866702,0.0,0.0,83902.0,23.83733403,1477.91471
25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,38,86,2,0,76.0,0.0,38.0,0.0,23255.81395348837,0.0,86.0,0.0,86.0,23255.81395348837,883720.9302325579
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,31286,2,2,64.0,256.0,32.0,128.0,63.92635684,63.92635684,49.0,48.0,10428.66667,127.8527137,10228.21709
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,5,2,0,408.0,0.0,204.0,0.0,400000.0,0.0,5.0,0.0,5.0,400000.0,81600000.0
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,23833,2,2,76.0,206.0,38.0,103.0,83.91725758,83.91725758,49.0,49.0,7944.333333,167.8345152,11832.33332
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,176,2,2,76.0,108.0,38.0,54.0,11363.63636,11363.63636,3.0,3.0,58.66666667,22727.27273,1045454.545
7,0,0,6,0,1.0,1,2,3,3.0,4,0,3028,6715,47758,2,2,60.0,130.0,30.0,65.0,41.87780058,41.87780058,4.0,3.0,15919.33333,83.75560116,3978.391055
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,9261780,2,2,92.0,248.0,46.0,124.0,0.215941212,0.215941212,9230480.0,8880548.0,3087260.0,0.431882424,36.71000607
25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,38,277806,1,1,55.0,120.0,55.0,120.0,3.599634277,3.599634277,0.0,0.0,277806.0,7.199268554,629.9359985
19,0,0,17,1,3.0,1,2,15,9.0,16,0,1664,2955,30760,1,1,47.0,79.0,47.0,79.0,32.50975293,32.50975293,0.0,0.0,30760.0,65.01950585,4096.228869
32,0,32,0,0,2.7351318897194044,0,1,32,32.0,33,0,14,162,26009,4,0,5888.0,0.0,1472.0,0.0,153.79291783613365,0.0,8669.666666666668,0.0,8669.666666666668,153.79291783613365,226383.1750547887
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,24210,150,0,65424.0,0.0,436.16,0.0,6195.786864931847,0.0,162.4832214765101,0.0,162.4832214765101,6195.786864931847,2702354.399008674
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,178,2,2,88.0,164.0,44.0,82.0,11235.95506,11235.95506,4.0,3.0,59.33333333,22471.91011,1415730.337
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,30839,1,1,44.0,108.0,44.0,108.0,32.42647297,32.42647297,0.0,0.0,30839.0,64.85294595,4928.823892
15,0,11,0,3,3.625,1,1,15,15.0,16,0,11,151,60673,1,1,49.0,161.0,49.0,161.0,16.48179586,16.48179586,0.0,0.0,60673.0,32.96359171,3461.17713
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,194,2,2,88.0,188.0,44.0,94.0,10309.27835,10309.27835,4.0,3.0,64.66666667,20618.5567,1422680.412
12,0,0,11,0,2.7897352853986264,1,2,9,5.5,10,0,1642,9906,284,2,2,60.0,414.0,30.0,207.0,7042.253521,7042.253521,3.0,3.0,94.66666667,14084.50704,1669014.085
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,216,2,2,136.0,392.0,68.0,196.0,9259.259259,9259.259259,4.0,3.0,72.0,18518.51852,2444444.444
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,313952,4,2,120.0,140.0,30.0,70.0,12.74080114,6.370400571,41421.66667,3.0,62790.4,19.11120171,828.1520742
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,62463,1,1,47.0,109.0,47.0,109.0,16.00947761,16.00947761,0.0,0.0,62463.0,32.01895522,2497.478507
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,203,2,2,46.0,46.0,23.0,23.0,9852.216749,9852.216749,2.0,49.0,67.66666667,19704.4335,453201.9704
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,50,2,0,1352.0,0.0,676.0,0.0,40000.0,0.0,50.0,0.0,50.0,40000.0,27040000.0
15,3,0,13,0,2.7126753349281376,2,3,7,4.333333333333333,11,1,4862,4222,161,2,2,74.0,262.0,37.0,131.0,12422.36025,12422.36025,3.0,4.0,53.66666667,24844.7205,2086956.522
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,53,2,0,1606.0,0.0,803.0,0.0,37735.84905660377,0.0,53.0,0.0,53.0,37735.84905660377,30301886.79245283
10,0,0,9,0,2.4063042189065182,1,2,6,4.5,7,0,2534,6906,17792,200,0,88000.0,0.0,440.0,0.0,11241.007194244605,0.0,89.40703517587939,0.0,89.40703517587939,11241.007194244605,4946043.165467626
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,229,2,2,68.0,324.0,34.0,162.0,8733.624454,8733.624454,48.0,3.0,76.33333333,17467.24891,1711790.393
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,2,2,0,1630.0,0.0,815.0,0.0,1000000.0,0.0,2.0,0.0,2.0,1000000.0,815000000.0
18,0,0,16,0,2.92943872242372,2,2,14,8.5,15,0,4104,6516,44,2,0,734.0,0.0,367.0,0.0,45454.545454545456,0.0,44.0,0.0,44.0,45454.545454545456,16681818.181818182
13,0,0,11,0,2.4063042189065182,2,3,6,3.6666666666666665,7,0,5504,9595,49,2,0,1562.0,0.0,781.0,0.0,40816.32653061225,0.0,49.0,0.0,49.0,40816.32653061225,31877551.020408165
28,11,0,10,12,2.2057885242721635,6,6,7,3.8333333333333335,15,1,9,64,1,2,0,104.0,0.0,52.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,104000000.0
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,215,2,2,70.0,166.0,35.0,83.0,9302.325581,9302.325581,4.0,3.0,71.66666667,18604.65116,1097674.419
12,0,0,11,0,2.595488890170944,1,2,8,5.5,9,0,4561,7915,90803,178,0,77888.0,0.0,437.5730337078652,0.0,1960.287655694196,0.0,513.0112994350281,0.0,513.0112994350281,1960.287655694196,857769.0164421882
15,0,11,0,3,3.625,1,1,15,15.0,16,0,11,151,172,2,2,98.0,130.0,49.0,65.0,11627.90698,11627.90698,3.0,4.0,57.33333333,23255.81395,1325581.395
13,0,0,11,0,2.375,2,3,7,3.6666666666666665,8,0,5123,8796,335,2,2,58.0,506.0,29.0,253.0,5970.149254,5970.149254,3.0,47.0,111.6666667,11940.29851,1683582.09
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,191,2,2,70.0,178.0,35.0,89.0,10471.20419,10471.20419,48.0,3.0,63.66666667,20942.40838,1298429.319
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,30791,2,2,86.0,202.0,43.0,101.0,64.95404501,64.95404501,4.0,48.0,10263.66667,129.90809,9353.382482
12,3,0,10,0,2.289390278819448,2,3,5,3.333333333333333,9,1,3403,6007,75433,4,2,136.0,248.0,34.0,124.0,53.02718969,26.51359485,8236.333333,3.0,15086.6,79.54078454,5090.61021
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,73,2,0,76.0,0.0,38.0,0.0,27397.260273972603,0.0,73.0,0.0,73.0,27397.260273972603,1041095.8904109588
31,10,0,27,0,3.513784724225435,4,3,16,9.666666666666666,27,1,5828,10297,23546,1,1,33.0,102.0,33.0,102.0,42.47005861,42.47005861,0.0,0.0,23546.0,84.94011722,5733.457912
12,0,0,11,0,2.595488890170944,1,2,8,5.5,9,0,4172,7373,29057,178,0,77888.0,0.0,437.5730337078652,0.0,6125.8904911036925,0.0,164.1638418079096,0.0,164.1638418079096,6125.8904911036925,2680524.486354407
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,257,2,2,80.0,338.0,40.0,169.0,7782.101167,7782.101167,1.0,1.0,85.66666667,15564.20233,1626459.144
16,3,0,14,0,2.8899750004807707,2,3,8,4.666666666666667,12,1,872,1699,47,2,0,2458.0,0.0,1229.0,0.0,42553.191489361714,0.0,47.0,0.0,47.0,42553.191489361714,52297872.34042554
32,0,32,0,0,2.674525829113344,0,1,32,32.0,33,0,12,161,47968,2,2,88.0,218.0,44.0,109.0,41.69446298,41.69446298,3.0,3.0,15989.33333,83.38892595,6379.252835
11,0,0,9,0,1.8208020839342969,2,3,5,3.0,6,0,5680,2226,184,2,2,64.0,180.0,32.0,90.0,10869.56522,10869.56522,1.0,1.0,61.33333333,21739.13043,1326086.957
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,29874,174,0,76272.0,0.0,438.3448275862069,0.0,5824.462743522796,0.0,172.6820809248555,0.0,172.6820809248555,5824.462743522796,2553123.117091785
18,0,0,16,0,3.1130978892346177,2,2,14,8.5,15,0,3105,5524,63185,4,4,188.0,252.0,47.0,63.0,63.30616444,63.30616444,20645.66667,21017.33333,9026.428571,126.6123289,6963.678088
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,32437,178,0,77888.0,0.0,437.5730337078652,0.0,5487.560501895983,0.0,183.2598870056497,0.0,183.2598870056497,5487.560501895983,2401208.49647008
32,0,32,0,0,2.7351318897194044,0,1,32,32.0,33,0,14,162,20186,194,0,84928.0,0.0,437.7731958762887,0.0,9610.621222629548,0.0,104.59067357512951,0.0,104.59067357512951,9610.621222629548,4207272.366987022
13,0,0,12,0,2.589735285398626,1,2,9,6.0,10,0,943,4426,157,2,2,66.0,98.0,33.0,49.0,12738.8535,12738.8535,3.0,4.0,52.33333333,25477.70701,1044585.987
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,119017910,2,2,115.0,240.0,57.5,120.0,0.016804194,0.016804194,119000000.0,119000000.0,39700000.0,0.033608387,2.982744362
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,23968,1,1,81.0,163.0,81.0,163.0,41.7222964,41.7222964,0.0,0.0,23968.0,83.44459279,10180.24032
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,23541,1,1,52.0,68.0,52.0,68.0,42.47907905,42.47907905,0.0,0.0,23541.0,84.95815811,5097.489486
24,0,0,22,0,3.603299749578135,2,3,18,7.333333333333333,19,0,4531,8478,234473,4,4,184.0,384.0,46.0,96.0,17.05953351,17.05953351,78092.0,67882.33333,33496.14286,34.11906701,2422.453758
25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,38,24166,2,2,66.0,98.0,33.0,49.0,82.76090375,82.76090375,3.0,3.0,8055.333333,165.5218075,6786.394107
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,7,2,0,2864.0,0.0,1432.0,0.0,285714.2857142857,0.0,7.0,0.0,7.0,285714.2857142857,409142857.14285713
14,0,0,13,0,2.9528822923277263,1,2,11,6.5,12,0,977,1795,9963,1,1,52.0,180.0,52.0,180.0,100.3713741,100.3713741,0.0,0.0,9963.0,200.7427482,23286.15879
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,90270785,2,2,117.0,223.0,58.5,111.5,0.022155562,0.022155562,90200000.0,89900000.0,30100000.0,0.044311125,3.766445589
12,0,0,11,0,2.589735285398626,1,2,9,5.5,10,0,2703,4884,192,2,2,76.0,204.0,38.0,102.0,10416.66667,10416.66667,4.0,4.0,64.0,20833.33333,1458333.333
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,30720,1,1,56.0,97.0,56.0,97.0,32.55208333,32.55208333,0.0,0.0,30720.0,65.10416667,4980.46875
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,2,2,0,730.0,0.0,365.0,0.0,1000000.0,0.0,2.0,0.0,2.0,1000000.0,365000000.0
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,47947,4,2,136.0,204.0,34.0,102.0,83.42544893,41.71272447,10601.66667,4.0,9589.4,125.1381734,7091.163159
15,0,0,13,0,3.28621562566106,2,2,11,7.0,12,0,1403,2452,199445,2,2,62.0,158.0,31.0,79.0,10.02782722,10.02782722,3.0,49.0,66481.66667,20.05565444,1103.060994
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,60234,1,1,53.0,126.0,53.0,126.0,16.60191918,16.60191918,0.0,0.0,60234.0,33.20383836,2971.743534
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,19656,200,0,88000.0,0.0,440.0,0.0,10175.010175010177,0.0,98.77386934673372,0.0,98.77386934673372,10175.010175010177,4477004.477004477
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,83783,1,1,46.0,239.0,46.0,239.0,11.93559553,11.93559553,0.0,0.0,83783.0,23.87119105,3401.644725
25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,38,4,2,0,920.0,0.0,460.0,0.0,500000.0,0.0,4.0,0.0,4.0,500000.0,230000000.0
15,0,0,14,0,2.556641667147437,1,2,11,7.0,12,0,4113,7291,191597,2,2,64.0,194.0,32.0,97.0,10.4385768,10.4385768,3.0,3.0,63865.66667,20.87715361,1346.576408
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,193,2,2,78.0,110.0,39.0,55.0,10362.6943,10362.6943,69.0,3.0,64.33333333,20725.3886,974093.2642
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,60832,2,2,70.0,166.0,35.0,83.0,32.87743293,32.87743293,3.0,3.0,20277.33333,65.75486586,3879.537086
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,263,2,2,56.0,568.0,28.0,284.0,7604.562738,7604.562738,4.0,4.0,87.66666667,15209.12548,2372623.574
11,0,0,10,0,2.625,1,2,7,5.0,8,0,5782,10140,265347,200,0,88000.0,0.0,440.0,0.0,753.7300214436191,0.0,1333.4020100502514,0.0,1333.4020100502514,753.7300214436191,331641.2094351924
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,163,2,2,88.0,120.0,44.0,60.0,12269.93865,12269.93865,3.0,3.0,54.33333333,24539.8773,1276073.62
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,23301,1,1,44.0,112.0,44.0,112.0,42.91661302,42.91661302,0.0,0.0,23301.0,85.83322604,6694.991631
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,34453,1,1,81.0,209.0,81.0,209.0,29.02504862,29.02504862,0.0,0.0,34453.0,58.05009723,8417.264099
20,0,0,19,0,3.0234944388238496,1,2,16,9.5,17,0,3455,6074,30795,1,1,53.0,69.0,53.0,69.0,32.47280403,32.47280403,0.0,0.0,30795.0,64.94560805,3961.682091
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,138747,2,2,72.0,414.0,36.0,207.0,14.41472608,14.41472608,3.0,3.0,46249.0,28.82945217,3502.778438
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,25452,200,0,88000.0,0.0,440.0,0.0,7857.928650007858,0.0,127.89949748743722,0.0,127.89949748743722,7857.928650007858,3457488.6060034577
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,37093,1,1,75.0,156.0,75.0,156.0,26.95926455,26.95926455,0.0,0.0,37093.0,53.9185291,6227.590111
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,178,2,2,58.0,90.0,29.0,45.0,11235.95506,11235.95506,3.0,3.0,59.33333333,22471.91011,831460.6742
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,49,2,0,1834.0,0.0,917.0,0.0,40816.32653061225,0.0,49.0,0.0,49.0,40816.32653061225,37428571.42857143
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,47,2,0,1292.0,0.0,646.0,0.0,42553.191489361714,0.0,47.0,0.0,47.0,42553.191489361714,27489361.70212766
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,216,2,2,58.0,166.0,29.0,83.0,9259.259259,9259.259259,1.0,1.0,72.0,18518.51852,1037037.037
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,119069,2,2,62.0,384.0,31.0,192.0,16.79698326,16.79698326,48.0,74.0,39689.66667,33.59396652,3745.727267
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,297,2,2,60.0,448.0,30.0,224.0,6734.006734,6734.006734,49.0,48.0,99.0,13468.01347,1710437.71
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,5,2,0,1992.0,0.0,996.0,0.0,400000.0,0.0,5.0,0.0,5.0,400000.0,398400000.0
14,0,0,13,0,2.167220789473592,1,2,10,6.5,11,0,4333,2192,240,2,0,70.0,0.0,35.0,0.0,8333.333333333334,0.0,240.0,0.0,240.0,8333.333333333334,291666.66666666674
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,1097367,1,1,49.0,157.0,49.0,157.0,0.911272163,0.911272163,0.0,0.0,1097367.0,1.822544327,187.7220656
22,0,0,21,0,3.037253038937952,1,2,18,10.5,19,0,2178,7482,53,2,0,544.0,0.0,272.0,0.0,37735.84905660377,0.0,53.0,0.0,53.0,37735.84905660377,10264150.943396226
19,0,0,17,1,3.494082674117968,1,2,16,9.0,17,0,1888,3390,210,2,2,70.0,102.0,35.0,51.0,9523.809524,9523.809524,3.0,47.0,70.0,19047.61905,819047.619
25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,38,185,2,2,84.0,260.0,42.0,130.0,10810.81081,10810.81081,3.0,3.0,61.66666667,21621.62162,1859459.459
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,118481133,2,2,132.0,242.0,66.0,121.0,0.016880325,0.016880325,118000000.0,118000000.0,39500000.0,0.033760649,3.156620725
25,0,0,23,0,3.598411979612645,2,2,22,12.0,23,0,4634,5086,193,2,2,56.0,88.0,28.0,44.0,10362.6943,10362.6943,49.0,48.0,64.33333333,20725.3886,746113.9896
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,20800,2,2,120.0,376.0,60.0,188.0,96.15384615384616,96.15384615384616,1.0,2.0,6933.333333333334,192.3076923076923,23846.153846153848
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,99,4,0,5888.0,0.0,1472.0,0.0,40404.04040404041,0.0,33.0,0.0,33.0,40404.04040404041,59474747.47474748
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,54769541,2,2,97.0,221.0,48.5,110.5,0.036516647,0.036516647,54700000.0,54700000.0,18300000.0,0.073033294,5.806146887
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,23748,1,1,54.0,109.0,54.0,109.0,42.10880916,42.10880916,0.0,0.0,23748.0,84.21761833,6863.735894
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,292,2,0,1168.0,0.0,584.0,0.0,6849.315068493151,0.0,292.0,0.0,292.0,6849.315068493151,4000000.0
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,48292,2,2,66.0,222.0,33.0,111.0,41.41472708,41.41472708,3.0,3.0,16097.33333,82.82945415,5963.720699
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,920,2,2,64.0,276.0,32.0,138.0,2173.913043,2173.913043,49.0,4.0,306.6666667,4347.826087,369565.2174
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,163,2,2,74.0,154.0,37.0,77.0,12269.93865,12269.93865,4.0,3.0,54.33333333,24539.8773,1398773.006
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,908,2,2,66.0,194.0,33.0,97.0,2202.643172,2202.643172,4.0,3.0,302.6666667,4405.286344,286343.6123
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,30901,2,2,60.0,188.0,30.0,94.0,64.7228245,64.7228245,3.0,4.0,10300.33333,129.445649,8025.630239
12,0,0,10,0,1.8348756474779464,2,3,6,3.333333333333333,7,0,2880,5212,175901,2,2,68.0,196.0,34.0,98.0,11.37003201,11.37003201,1.0,3.0,58633.66667,22.74006401,1500.844225
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,60795,2,2,68.0,152.0,34.0,76.0,32.89744222,32.89744222,3.0,48.0,20265.0,65.79488445,3618.718645
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,151366,1,1,63.0,304.0,63.0,304.0,6.606503442,6.606503442,0.0,0.0,151366.0,13.21300688,2424.586763
14,0,0,13,0,3.1449378351248165,1,2,10,6.5,11,0,1785,8826,107386,1,1,48.0,142.0,48.0,142.0,9.312200846,9.312200846,0.0,0.0,107386.0,18.62440169,1769.318161
23,5,0,21,0,3.4583056705169,2,3,13,7.0,19,1,5763,10100,30540,1,1,63.0,91.0,63.0,91.0,32.74394237,32.74394237,0.0,0.0,30540.0,65.48788474,5042.567125
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,83505,1,1,40.0,85.0,40.0,85.0,11.97533082,11.97533082,0.0,0.0,83505.0,23.95066164,1496.916352
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,61070,2,2,50.0,114.0,25.0,57.0,32.74930408,32.74930408,48.0,4.0,20356.66667,65.49860815,2685.442934
14,0,0,13,0,2.7897352853986264,1,2,9,6.5,10,0,4159,10446,61448,2,2,60.0,264.0,30.0,132.0,32.54784533,32.54784533,4.0,4.0,20482.66667,65.09569067,5272.750944
17,3,0,15,0,2.9100518917561,2,3,10,5.0,14,1,158,1393,44,2,0,2280.0,0.0,1140.0,0.0,45454.545454545456,0.0,44.0,0.0,44.0,45454.545454545456,51818181.81818182
11,0,0,10,0,2.375,1,2,7,5.0,8,0,2105,3832,32069,2,2,70.0,210.0,35.0,105.0,62.36552434,62.36552434,1.0,4.0,10689.66667,124.7310487,8731.173407
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,264,2,2,68.0,158.0,34.0,79.0,7575.757576,7575.757576,3.0,3.0,88.0,15151.51515,856060.6061
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,267,2,2,82.0,254.0,41.0,127.0,7490.636704,7490.636704,2.0,4.0,89.0,14981.27341,1258426.966
9,0,0,8,0,2.4063042189065182,1,2,6,4.0,7,0,928,1738,213,2,2,88.0,188.0,44.0,94.0,9389.671362,9389.671362,49.0,49.0,71.0,18779.34272,1295774.648
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,145,2,2,58.0,90.0,29.0,45.0,13793.10345,13793.10345,3.0,4.0,48.33333333,27586.2069,1020689.655
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,1,2,0,594.0,0.0,297.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,594000000.0
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,23998,2,2,78.0,280.0,39.0,140.0,83.34027836,83.34027836,4.0,4.0,7999.333333,166.6805567,14917.90983
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,92653100,2,2,97.0,273.0,48.5,136.5,0.021585894,0.021585894,92600000.0,92600000.0,30900000.0,0.043171788,3.993390399
14,3,0,11,0,1.7270345757403085,3,4,3,2.75,7,1,3999,608,236,2,2,136.0,392.0,68.0,196.0,8474.576271,8474.576271,4.0,48.0,78.66666667,16949.15254,2237288.136
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,152,2,2,56.0,88.0,28.0,44.0,13157.89474,13157.89474,4.0,3.0,50.66666667,26315.78947,947368.4211
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,48,2,0,302.0,0.0,151.0,0.0,41666.66666666666,0.0,48.0,0.0,48.0,41666.66666666666,6291666.666666666
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,50,2,0,566.0,0.0,283.0,0.0,40000.0,0.0,50.0,0.0,50.0,40000.0,11320000.0
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,1,2,0,746.0,0.0,373.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,746000000.0
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,60682,1,1,60.0,246.0,60.0,246.0,16.47935137,16.47935137,0.0,0.0,60682.0,32.95870275,5042.68152
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,61317,1,1,64.0,185.0,64.0,185.0,16.3086909,16.3086909,0.0,0.0,61317.0,32.6173818,4060.864034
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,177,2,2,62.0,94.0,31.0,47.0,11299.43503,11299.43503,3.0,1.0,59.0,22598.87006,881355.9322
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,61122,1,1,46.0,233.0,46.0,233.0,16.36072118,16.36072118,0.0,0.0,61122.0,32.72144236,4564.641209
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,30673,1,1,48.0,224.0,48.0,224.0,32.60196264,32.60196264,0.0,0.0,30673.0,65.20392528,8867.733838
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,192792,4,2,124.0,172.0,31.0,86.0,20.74774887,10.37387443,25134.0,4.0,38558.4,31.1216233,1535.333416
12,0,0,11,0,2.595488890170944,1,2,8,5.5,9,0,4561,7915,383,2,2,70.0,264.0,35.0,132.0,5221.932115,5221.932115,1.0,1.0,127.6666667,10443.86423,872062.6632
